0x01b4b757cabba01782d0b0f463d4b3675f6737c6655fcf434c3c233f98e0646f,Transfer,Transfer
0x5dc62d2430aaa6a47b39bd3b1467f1c5ed3e25911e1d0cbe6d82c1d18c9824c3,Swap,Swap
0x783ddd31728676624477848385922ec043fb54e82c0d6dd002b24e66f3641c91,Swap,Swap
0xd4b78a37e44373e50abe940f74fbdf3eeec99ee9264d3bf3e848fff5cb32613b,Swap,Swap
0x105554872960c5ddd03a1136da4d1f6263357aec21d85b14b0be468792e6c8d1,Transfer,Transfer
0xa6b7e08aa6a0aa767bbd29745828ef5d7342cf4b59e3fc601a4e87ee3ae28265,Approved,Approved
0x2d5ee9dc738d0dcb92d80f5f33498467e51df6f086d3bf3646140af594e3c870,Swap,Swap
0x6e3c7bef43d14ce1960079ebbe47fa2599f7b548bc9158b32abc67c1ad9c8760,Mint,Mint
0x9c7839bfe0cef1669810ab5a243b97069278b6bb0e201d3472d868c6ada56cb4,Transfer,Transfer
0xf1bb6f389874876b7618d73dc6cf06c884435c37bfff8436b9cecbf327f4599c,Swap,Swap
0xa7636553e1238e304629e2eccce010f4fe80de10ca75e3bf367e1e2b1f4056ca,Swap,Swap
0xb2ccd44d9132a55dbfe7d0f45f212548e262e6c6f13669f80604464b630ef0d5,Approved,Approved
0xe689566ba9449edef56d72410ad31d84b1dc53cc6d80b80d7346800386d1b13b,Transfer,Transfer
0xf49e8092fdec49605446524a5b558a84ebdf756f19ef089b2efd829a956d6fb2,Transfer,Transfer
0x143ab6f0a96094d908943f24a46baf0614ca25c8dfdfb24639fc02ae80317296,Swap,Swap
0x5eedbee0d14f5152eb45be82a65d338f107cd3544b0d5bbad8dc7043bc049f18,Transfer,Transfer
0xf9034de176fffba398030a5187241c94be488fa2c70e55af7b35db2e0319b438,Swap,Swap
0xea332227f7d39f1376fb62148ec4d503b2d4d13b0068f9d7c2ddf7da63fdb85e,Approved,Approved
0x711f7c33e45cc004889de924f92b9054eb6dfcdec5cdca4f120beafbb811d831,Swap,Swap
0x1f737880694edcd14afd99d813fdf96277f94aae6b0ffc62ed8838b78d6a1e54,Approved,Approved
0xa6468c62b12cde851cf87d155c10ee733f18c8511f9d55242fd8bf16578722f2,Approved,Approved
0x35586a4551fb000e7e6528c23946fe0ede9f35c7a7f937def75cf3384ab391e9,Transfer,Transfer
0x9fa2229a3ad42da349569183ae84250fc0e78ffc5b7a17087700c8dc5b0f7354,Swap,Swap
0xf60d1e990dd42ad1fcde47199d9349534e565d6c91d15433fbb4ddaf894c94f2,Transfer,Transfer
0x7e668e37fdef46c12c51d07404c04b9ef97bc28afd1b8a3adff6196a170ba92b,Swap,Swap
0x033defaec278cac8d28bca717d08966119918d4c9dd50c7da9339eb473ebc763,Swap,Swap
0x7109eac112cb7c21df045f84ed1aba39b0c11d51c80b3e419d0588dae6d68dbe,Transfer,Transfer
0x3d6b188081c4d09c65f8b66f31542720df446a5ed9388409afc641a3cd8c3051,Swap,Swap
0x63925b54cd2824d31f130fbff0f8e22def1106c44b0c1f88e1f0add484864912,Swap,Swap
0xf84e287f8ac64109fc0ffaae77bb760678c854cacb4591c3f7b3416fb767447e,Swap,Swap
0x0d202b6a88d7f471e0651c9b46d470ee73553cc92c61ce88d1ebe5dec35ac38e,Swap,Swap
0x6a1cfafef9d7a7434de45a8cf2298282fb3f8106892fb55c86c2a833a9f7a929,Swap,Swap
0x55a3f3cccce0a135184c9c0aa2b3d06ed926ef043f0bfff2727d6f3ffd83752e,Mint,Mint
0xe3d22e566fabf0275bcccdfa45f3a6564e1a35361cbf17aa0e5f118f4121f8e4,Approved,Approved
0xd1cd47d10f37bd1b1aca5e096683cd81a89a302a096c7cdd46d92a4f4e956ba3,Swap,Swap
0x060e75604c4a4659914722362d1725d6e9febf48394ad491880f7524507131f8,Transfer,Transfer
0xfa85096c75fab317a6be80b01fa372a9615753d0f18e76879bc7abe262117142,Mint,Mint
0xf838c5fc1ddb1815238be2a8b13f4c3911ff1cc315944c0135b00a15e3aa7f2a,Transfer,Transfer
0x5bea49bd05ace3d86f006f684f4b344fcc3673913554d0e1ff371837ef69cb97,Approved,Approved
0x400f8ee529b6dd65b78d1e15c4a7a7c3c675fff64d056c9346434f3fd6e55ddc,Transfer,Transfer
0x23455ac29b574a02cf3306558f35f3bb07adc37bd4ce785a8cd68e37284607db,Approved,Approved
0x4ae3b5ea9859f293ecf60e0a408271b7f35e5d28b572c12e5ec6feff1df33bed,Swap,Swap
0xd1328b9f80c884f30d47d0565d362602cafeaed0d7d30e690fc7912a1001d980,Transfer,Transfer
0x24362a9c939d04c2bbb8ce5dbe649d7477766e06d2188bdce340aaf96dedd579,Approved,Approved
0x29efed07455e63165f0c627e011374298d95e11fb1434515380137723173aa5b,Mint,Mint
0x191fd82c324867f1ce4abebc2f3cc4bf1144e6a4f99ed9a6a4ecfb705dd0e96a,Transfer,Transfer
0xac98fb33852638b705d2e35b2dea060a417b76cb7d2b6f8f88cc2a4414d5741a,Transfer,Transfer
0x454cedadb5b540fd7a53d72792083848e6f91a2bd31560452ba96e83f644b224,Approved,Approved
0x35547ec2bce67faa9d79c8c9ac0e81ce536b2889785659c9ab8656cbae41d643,Swap,Swap
0x42b3905a4dd5ec9bb7ff81e0b98543cc7947afa27770cd043f0a4ac4e584e560,Approved,Approved
0x3abee4cf41af58457854ea7fce21faffb519831914d3ff59c216522414da27c8,Approved,Approved
0x8f42fcd86f795561b35287a32610e202407761350225a05a657a41745829d161,Transfer,Transfer
0xb9180286833d08e30c90172d42f73f24e50e4c06228a446170c0517bfddbb580,Swap,Swap
0x3f654f2bdfdccfd2ae2416b468b60e5046cb5f96391000ce1a4a04b21359a422,Swap,Swap
0x42e8f64f73bf0a371fdf5c0a89918dc92f95cfd56930e248ebbc1b6c085d66c2,Approved,Approved
0x3a5894a3b66883b4da769565584df225801a0d7354aca19675eb833976a0780c,Approved,Approved
0x018aff1eca539deabe1fc9c7d22c318761c2ffaf5cfa444206fc46c5709cdfd9,Approved,Approved
0xec51eb69d0351a5fef920cf45fd18c9ad06298e78d91ba830d6cf09f7f0d7d52,Transfer,Transfer
0x87070590acdd82f14ef69edf7bf800a9f688f0bb5aea1e53f17750a6b36e0299,Approved,Approved
0xf8e6ca549511f448abb00e84c9fe2ca986a948d72fbae40022a73ee4e174c034,Transfer,Transfer
0x1c149b66cd32e8263f9bd61ce4eca5ecbd6f96ad05acce5a860ab4169c99e193,Swap,Swap
0x800d428798e5288ad4ea6989f25b34fade9d32c43e35337840f0a9afcdce69a5,Transfer,Mint
0x5a5e7b525cd8c60593f51d8eabab2fa36b0008698a1928961412f20cb95172bb,Swap,Swap
0xbe7217421c2ca1b541888be5d9f5d618b421c2b04f57b36c8c631b6fb75b553e,Swap,Swap
0x6f89676f31cfe0c9c143bac41a96c84fec8d367409835bfaf3a2e385bcf56b82,Transfer,Transfer
0x56df29ce28d9b43eba6995e9fc6208940bbbdb1dbf0832f5d48a2aa482bdd869,Transfer,Transfer
0xead13b7ab81ea21d011c8c9e07669aa1e0c01b5b7c707c3b74c812dfcae293a3,Swap,Swap
0xcb4b40086496e2ba81566e94c40847b42537545a8a14afe3422da80b62b6513e,Swap,Swap
0xd81f3a606a857d6db94798b4e24303b1b1f8bbdfbb375d65200d0a5218da50e8,Swap,Swap
0x569504346e5d905f2828ca2f35f59e545132f4626e8ae2d3506749291de225f5,Swap,Swap
0x14feef0623fa883c3bb1294109e2ff17a7198cbaaf004e7ef103ffe85fd7d689,Swap,Swap
0xe5ec033887ab304608348e3f92390c04df9e57e783a053695dca6ea6ff27ed55,Swap,Swap
0x1fb70f342e0cbfb60dce51de029e772b4b53e3883debb63c1ecf225db99f929c,Swap,Swap
0xba0c5ffeb56ed08d902ddd0339f82b3de6729d7f67892640668ac8da13ca1931,Transfer,Transfer
0x914d012eb2c6648172be8968c69e616cb126914000a07be91609d9a798c92d64,Approved,Approved
0x7efd8e04a60f2b47ba83a4d1d8cc40b8632358ede47287f0f658bc78edeedfc5,Transfer,Transfer
0x5dc5621191e605733ef7f3bdb8c288fa4b4187c5977bd7f8038ddf0eaf983626,Swap,Swap
0x996019b50a9c19a3124daecf682d4d4fa5367e1b08b06f240241209ca3a8f4d0,Transfer,Transfer
0x81d027bc9bf21343a543d53238a6293537edb738ec0215352784e088d40f000c,Transfer,Transfer
0x976eef42011126b8a26d5c9f0411768a3a83ed128e16459b41b7d7530e59291c,Transfer,Transfer
0x197e7b61010339c3ad7af25212fc2ae9dfd648161da9fc8fd499134e1aba4987,Swap,Swap
0xaf9b6a07cd6952504ea72eb11c1830b89f74ff9f9a3da3817da8c4478aeb238f,Approved,Approved
0x38dc1af4dd76768075c3d6347fe2fa3ab48cb85759b23c20bf55b4cb4086bc1a,Transfer,Transfer
0xdfaf6a54ab1d6ee687266b085e97ecad3dc77ab69d1f3ce4e20f8901bdb008f3,Swap,Swap
0xc8e6eb130885f13218f1c80663463a2d153f2b70089273f8866d20af846754ea,Swap,Swap
0x0c97ec9c08149328b31f4ceda6defef81e18b2bc712279ae296162c5c495739a,Swap,Swap
0x2c73e168f120582e73a5cad161a7356dfe087a8e8a17e624a86d4c67b85b8607,Approved,Approved
0xb7f61845b0177a919b8ebe5eba0153e7b367cd20106e43c1a36984920b662a69,Approved,Approved
0x64ee3807d14e9a5cd8e9687767230b90fd142a9fcfff0958b5de427fa63b6eb3,Swap,Swap
0xd181c7a3e36953ec3a45243bc7d9ac42eddd1dbf4b8ffbb04e77a79cd8172d46,Swap,Swap
0x006e04c37eb2f8612b693ef4cadb31dfd2241830115ab6d1b81a9fb05bad146a,Swap,Swap
0x6ad5996eab66ed79642ed0e4139ca814a8e1f5ee7f06b034ae040220308ca3b5,Swap,Swap
0x8748c6e8c0eeeb04f1702b21d7a1c191cd90b01b29ea1191f3ca3286ce642147,Transfer,Transfer
0xb264c2d8638da5fa5c966604296e30227ebf8cfbf6ccfcd9805e312bd6477ab2,Approved,Approved
0x07b24c2b45b7c025390ba33ef1730008fe5d10157e0c9125cfc14ef12067f8de,Swap,Swap
0x238221a994d699f9da02f61d22ed940cfa86a6f648589548ccd62c5a427a6216,Transfer,Transfer
0xf990ff097301217c2b56d922a3a59cc257fe5574b0ddc1c6cedd838bba150190,Approved,Approved
0x2d865e4fe918f0e31724e3590e4b9d697de8537219fa19b96d2312d2152c3b68,Approved,Approved
0x75a28691d8fbade4b4835dba01eb619416e39472614a717e32941c48c8e966fc,Swap,Swap
0xc9fa6959857cec1baa5487d62fe4fff4aa8922da99244b13fd9554d6374c34d9,Transfer,Transfer
0x2243e60b292a61a52f971d129dba3290a048e393f0880e6617585d34fdd5de9b,Swap,Swap
0xa29180b652965cefcbb4c41a459de3d4206db62672cee0561e105c9bb6331d54,Swap,Swap
0x06db88651afc1f2e3f9a933d61f63b1711500cfd8203171d164e5a3201826aeb,Transfer,Transfer
0xed20f76fd5840252e2ed277c1161439a1e1b2e8c678c9d7aa1abbe8b0b93202e,Swap,Swap
0x5c49427fcd794162439ca538e088e57804b2e51f1da155f798119296bdc21f51,Swap,Swap
0x3a46c159c9e076c044f208a9880b5e1d07ceb9c877b99609e62917dc3c0b3644,Transfer,Transfer
0x04c8c4823b5e7edc35c953c2a6259a392eb37920d20f151c991ef6c014ffcdea,Swap,Swap
0xdd08e22a22515d9be46101cd137fd2e0ee6cbb7fc5e4248d5a70e913ef07786c,Swap,Swap
0xfdc5fdf451d01273e22bd252a47610e8f48e0b64b8675501ce2a2ff5af8d9049,Transfer,Transfer
0x370ee88fee8ce8919ca2bff9e7b5a49a16e6f80148f3144c2536e4112ed73c1f,Transfer,Transfer
0xdd39d44e671047122403900bb3c8dc2db3ef9aa1ffb867d46ecdcb36d9ab1bef,Swap,Swap
0xa06f89777ac1f54abee6f19b06d93453fdd9ef2e58518fffb6487433a2e4f34d,Transfer,Transfer
0xe8496e3e0afeb028e50a349cdf0bb71ceeb6b3885f1e0e1e21e0dbd810b713c8,Approved,Approved
0xfa206b5299ec38ea0d4edd1e23cd87e1469439b06b90f06f1294f0bfadccf572,Swap,Swap
0x5b7c294388aab399c252f73538b63a9a3213c6b2c1c7c871ba62dcd7087021f0,Swap,Swap
0x7b9b6d1655ec5a27857522c329235e69ea022e3b7e1e0cb122fd7410e60e6d98,Approved,Approved
